p_val	avg_diff	pct.1	pct.2	p_val_adj	cluster	gene
LPXN	9.88276375003443e-291	0.368888674534471	0.336	0.12	2.23646943663279e-286	8	LPXN
MZT1	3.43180159579033e-289	0.288658719601241	0.261	0.084	7.76616701127352e-285	8	MZT1
SIT1	4.19349769659346e-289	0.335209171278402	0.255	0.078	9.48988528739101e-285	8	SIT1
HIST1H4C1	6.77795944606721e-288	4.61301507684232	0.37	0.169	1.53385222264501e-283	8	HIST1H4C
CNN2	1.00065959077353e-286	0.473144556880814	0.343	0.129	2.26449265392049e-282	8	CNN2
CAP14	4.05971910763265e-282	0.83326001664487	0.537	0.275	9.18714434057268e-278	8	CAP1
RAD211	3.03122416106304e-281	0.437272731351353	0.322	0.121	6.85966027648565e-277	8	RAD21
SMS1	2.76468436807658e-279	0.35807623888753	0.318	0.12	6.25648072495731e-275	8	SMS
PPP2CA1	5.94881171041979e-278	0.525154166937725	0.415	0.184	1.346216090068e-273	8	PPP2CA
BUB31	5.41903955383198e-274	0.690187714650402	0.41	0.182	1.22632865103218e-269	8	BUB3
NUCKS13	5.50468674599621e-273	0.758439420076584	0.448	0.211	1.24571061061894e-268	8	NUCKS1
HNRNPA2B12	1.10784858090213e-272	1.93320584230444	0.712	0.499	2.50706133858151e-268	8	HNRNPA2B1
CD381	1.17528768362093e-270	0.333641143785205	0.291	0.105	2.65967602803417e-266	8	CD38
ALOX5AP3	2.55317480785605e-270	0.549260178158431	0.383	0.145	5.77783459017823e-266	8	ALOX5AP
NUDT211	3.03550503533717e-270	0.303094891460643	0.287	0.104	6.86934789496801e-266	8	NUDT21
CALM32	7.55386763109117e-270	0.737283611084317	0.446	0.216	1.70944024491593e-265	8	CALM3
TRAPPC13	9.58779661926932e-270	0.634039431741453	0.529	0.274	2.16971837494065e-265	8	TRAPPC1
SKAP2	1.77141218826418e-269	0.281116933575305	0.266	0.089	4.00870578204185e-265	8	SKAP2
SNRPE2	2.26533822306615e-269	0.582202214979037	0.484	0.241	5.12646039879869e-265	8	SNRPE
YWHAB3	3.27848372120975e-267	0.858091380783924	0.577	0.316	7.41920866109765e-263	8	YWHAB
HNRNPC3	1.28471175153973e-266	1.18386266412133	0.651	0.401	2.90730269373442e-262	8	HNRNPC
HLA-DPB13	1.20652114075167e-265	2.0383152789586	0.656	0.369	2.73035734152103e-261	8	HLA-DPB1
ITGAE	4.77585497384675e-264	0.326487214631334	0.298	0.11	1.08077598058152e-259	8	ITGAE
LDHB3	8.10452669810113e-261	1.30129973552154	0.596	0.354	1.83405439178029e-256	8	LDHB
CCDC1671	7.42767713709351e-259	0.417954587770283	0.322	0.129	1.68088333612426e-254	8	CCDC167
ERH4	8.89707380935374e-258	0.879438538481728	0.581	0.342	2.01340780305675e-253	8	ERH
NAA382	1.68630555689875e-256	0.530569357736836	0.426	0.2	3.81610947526187e-252	8	NAA38
HDAC11	4.8111110743895e-256	0.289803222644201	0.276	0.101	1.08875443613434e-251	8	HDAC1
LSM14A	6.13819574294665e-254	0.332216010929084	0.32	0.124	1.38907369662883e-249	8	LSM14A
HNRNPM3	9.22051742338302e-254	0.663446116159656	0.479	0.242	2.08660309291158e-249	8	HNRNPM
POU2AF11	3.33170092233842e-252	0.528176713782266	0.385	0.174	7.53963918725184e-248	8	POU2AF1
LSM61	3.88567653153633e-252	0.386106020193682	0.353	0.149	8.79328599086671e-248	8	LSM6
POLR2G3	4.20837932099671e-252	0.39471536599646	0.379	0.164	9.52356240341556e-248	8	POLR2G
PRDX63	5.62215422279639e-252	0.715471092437352	0.471	0.244	1.27229350061882e-247	8	PRDX6
HLA-DRA2	2.48041937620114e-248	7.33207715413104	0.765	0.502	5.61318904834318e-244	8	HLA-DRA
HNRNPA33	3.88193864018744e-248	0.913687264879998	0.579	0.334	8.78482714274417e-244	8	HNRNPA3
MRPL514	6.98571987608582e-246	0.610173559781328	0.474	0.252	1.58086840795822e-241	8	MRPL51
CAPZB4	1.538887279647e-244	0.678790128829498	0.504	0.26	3.48250191384116e-240	8	CAPZB
RPS72	5.51911342293158e-242	3.85799738886409	0.923	0.856	1.24897536760942e-237	8	RPS7
PPP1CC3	1.07111907665047e-241	0.607090445351213	0.5	0.265	2.42394247046002e-237	8	PPP1CC
IMP41	4.28630981202532e-241	0.333612654587546	0.301	0.121	9.69991910461329e-237	8	IMP4
WIPF1	4.95573181366344e-238	0.379004695109504	0.347	0.136	1.12148210943204e-233	8	WIPF1
UBE2A1	1.19703353385559e-235	0.312691376746085	0.332	0.138	2.7088868871152e-231	8	UBE2A
FABP52	9.09347161110709e-234	0.431684586446769	0.35	0.146	2.05785262559353e-229	8	FABP5
ATP5G31	1.17962931507093e-233	0.709572370413407	0.601	0.358	2.66950114000551e-229	8	ATP5G3
LTB2	1.64172807441181e-233	1.62544152648262	0.505	0.257	3.71523063239393e-229	8	LTB
RHOA4	1.19047214071471e-231	0.943775783284692	0.634	0.39	2.69403845443739e-227	8	RHOA
TKT1	2.53000141184006e-230	0.31874488259983	0.321	0.135	5.72539319499406e-226	8	TKT
SLC25A33	4.69904776302988e-230	0.757700271208189	0.55	0.314	1.06339450877366e-225	8	SLC25A3
TPI13	8.62755921046603e-227	1.48697852991254	0.638	0.419	1.95241664932846e-222	8	TPI1
SRP93	1.24656542849867e-226	0.578807401807606	0.528	0.293	2.82097756469249e-222	8	SRP9
HLA-DPA13	2.56356437470777e-226	2.04348898455078	0.633	0.38	5.80134617996369e-222	8	HLA-DPA1
HNRNPK3	7.09589573110843e-226	1.12641655244816	0.672	0.445	1.60580120394984e-221	8	HNRNPK
CD744	1.07229325110885e-225	16.3610900370808	0.847	0.754	2.42659962725933e-221	8	CD74
U2AF13	4.26060534626105e-224	0.675528115697548	0.479	0.256	9.64174989858876e-220	8	U2AF1
NAP1L13	5.8209444244856e-222	1.21933003277379	0.635	0.393	1.31727972326109e-217	8	NAP1L1
GLRX31	1.69881734391836e-221	0.250041051363556	0.27	0.105	3.84442364928725e-217	8	GLRX3
CCT51	2.16925855657797e-221	0.290920133787067	0.281	0.11	4.90903211353594e-217	8	CCT5
SRSF22	2.82871657310286e-221	1.11868554879841	0.556	0.333	6.40138560493177e-217	8	SRSF2
ACADM	1.3599008979785e-220	0.2949615620156	0.298	0.122	3.07745573212534e-216	8	ACADM
GRHPR1	3.2168083578811e-220	0.277112182384703	0.284	0.116	7.27963731388493e-216	8	GRHPR
LCK1	3.79324020487214e-220	0.410250278723056	0.272	0.096	8.58410258362566e-216	8	LCK
SNRPG3	3.40702372065287e-219	0.763508254015967	0.563	0.332	7.71009467983744e-215	8	SNRPG
CCT21	3.93406031650458e-219	0.390717793186371	0.316	0.133	8.90277849624986e-215	8	CCT2
SUMO23	8.65138133924036e-219	1.32012167354969	0.721	0.515	1.95780759707009e-214	8	SUMO2
HNRNPF2	2.13563046914753e-218	0.790079253807346	0.517	0.289	4.83293175168086e-214	8	HNRNPF
PRDX32	8.17705662242565e-218	0.378847219387011	0.374	0.177	1.85046791365492e-213	8	PRDX3
SNRPF3	1.61086885521554e-215	0.424567895141807	0.422	0.206	3.64539621935277e-211	8	SNRPF
SNAP23	1.23086811693758e-214	0.263314549904326	0.28	0.11	2.78545454862974e-210	8	SNAP23
HLA-DRB54	3.11782189152094e-213	1.05604587882445	0.459	0.234	7.0556309405119e-209	8	HLA-DRB5
HNRNPD1	2.8708210780666e-212	0.469161901642728	0.366	0.17	6.49666809966471e-208	8	HNRNPD
EZR1	3.93858259315595e-212	0.685965705287102	0.534	0.29	8.91301240831191e-208	8	EZR
YBX14	4.8577548369437e-212	1.6807101212922	0.636	0.443	1.09930991960036e-207	8	YBX1
YWHAQ3	1.26471736955633e-211	0.679933398088308	0.486	0.262	2.86205540730597e-207	8	YWHAQ
BANF13	6.60391244439768e-211	0.421068098155381	0.408	0.201	1.4944653861672e-206	8	BANF1
PABPC11	6.17317022595058e-210	1.79356233862664	0.777	0.601	1.39698842213262e-205	8	PABPC1
ZFAND62	5.45998773431614e-208	0.385092410432879	0.406	0.199	1.23559522427574e-203	8	ZFAND6
SNRPD32	6.13755253706845e-208	0.389344030615793	0.385	0.184	1.38892813913859e-203	8	SNRPD3
UBE2I2	1.26317659307678e-207	0.519791131559526	0.43	0.217	2.85856863013275e-203	8	UBE2I
CHCHD21	3.03496808101358e-207	1.45422571071575	0.694	0.499	6.86813276733374e-203	8	CHCHD2
TUBB4B2	2.94282029123944e-204	0.854630391917144	0.399	0.208	6.65960231907485e-200	8	TUBB4B
RAP1B5	9.3030284428141e-204	0.608582875524639	0.504	0.274	2.10527533660883e-199	8	RAP1B
PTPN6	1.08814587920843e-203	0.392552766704877	0.325	0.138	2.46247412464867e-199	8	PTPN6
UBE2L32	1.83638029371972e-202	0.47621017400843	0.438	0.229	4.15572860468773e-198	8	UBE2L3
TERF2IP2	2.12779364262127e-202	0.489405607661127	0.416	0.205	4.81519701325193e-198	8	TERF2IP
BRK13	2.58040950170605e-201	0.57714919590922	0.554	0.327	5.83946670236079e-197	8	BRK1
PPP4C1	5.77051693548185e-201	0.352060307369281	0.38	0.183	1.30586798249954e-196	8	PPP4C
CALM23	1.06646435737426e-200	1.85571376656355	0.82	0.639	2.41340884073796e-196	8	CALM2
HLA-DRB14	1.65755627899379e-198	3.05662362629351	0.664	0.434	3.75104985936294e-194	8	HLA-DRB1
ATP5F11	1.20172762210251e-197	0.493950419823098	0.478	0.264	2.71950960881799e-193	8	ATP5F1
ACTR22	9.9484933779381e-197	0.353748572736062	0.376	0.177	2.25134405142739e-192	8	ACTR2
EIF3I3	2.76675464588336e-192	0.406939026387278	0.406	0.207	6.26116576363404e-188	8	EIF3I
SH3KBP1	5.71853826160467e-192	0.261243587126472	0.257	0.1	1.29410520860114e-187	8	SH3KBP1
HPRT11	8.817613329486e-192	0.266323300798819	0.253	0.099	1.99542589646268e-187	8	HPRT1
SERBP13	2.7769177257315e-190	0.69336212910766	0.487	0.273	6.28416481333037e-186	8	SERBP1
TMEM1232	2.84303519018443e-190	0.426605882234181	0.412	0.21	6.43378863538736e-186	8	TMEM123
BTF33	8.79129538965278e-190	1.56360134863824	0.787	0.627	1.98947014667842e-185	8	BTF3
UBE2G1	4.70656493476069e-189	0.294908845783711	0.29	0.124	1.06509564473634e-184	8	UBE2G1
PGAM12	9.700737250708e-189	0.486113759385172	0.353	0.169	2.19527683983522e-184	8	PGAM1
THRAP31	2.7014675028999e-187	0.310070707048048	0.296	0.127	6.11342095906248e-183	8	THRAP3
ANP32A1	3.95752082950982e-187	0.355468355679781	0.347	0.164	8.95586963718073e-183	8	ANP32A
RGS103	3.25177108668028e-185	0.308351260590915	0.295	0.122	7.35875796915748e-181	8	RGS10
ABRACL2	4.13354415510538e-185	0.520999903540512	0.391	0.194	9.35421042300348e-181	8	ABRACL
DNAJC83	6.20315858320006e-184	0.35451138782771	0.367	0.177	1.40377478737817e-179	8	DNAJC8
HAT1	2.91490023919987e-183	0.257235807556591	0.258	0.105	6.59641924130932e-179	8	HAT1
CCT32	5.41673764004633e-182	0.391377531220347	0.36	0.175	1.22580772794248e-177	8	CCT3
ATP5J21	1.78437997816597e-181	0.465426227559149	0.621	0.394	4.03805189058959e-177	8	ATP5J2
NCL2	5.28576687559519e-181	0.801039519227965	0.458	0.255	1.19616904394719e-176	8	NCL
SET3	9.00058552196001e-181	0.828969924828897	0.499	0.285	2.03683250361955e-176	8	SET
SEPT1	3.51445701602181e-180	0.350117658143088	0.32	0.138	7.95321622725736e-176	8	SEPT1
HLA-DQB12	4.40965864818307e-180	1.46366157973723	0.525	0.3	9.9790575208383e-176	8	HLA-DQB1
FKBP1A4	2.63806285072267e-179	0.556069993696485	0.536	0.308	5.9699362311854e-175	8	FKBP1A
SEPT6	2.80580416253398e-178	0.324195068003939	0.3	0.125	6.34953481981439e-174	8	SEPT6
LSM41	3.93329619159176e-178	0.32505019258249	0.321	0.149	8.90104928157215e-174	8	LSM4
RBX13	5.38370119146721e-178	0.58754943548767	0.521	0.315	1.21833157962903e-173	8	RBX1
SNX51	2.32330260406135e-177	0.250270535215565	0.256	0.106	5.25763379299083e-173	8	SNX5
PRDX13	6.37928531165466e-177	0.733243304477739	0.628	0.418	1.44363226602745e-172	8	PRDX1
PMAIP11	9.34732793813427e-177	0.449795752641981	0.356	0.163	2.11530031239978e-172	8	PMAIP1
PSMA73	1.37530034683848e-176	0.833845166818833	0.611	0.404	3.11230468489548e-172	8	PSMA7
RBM32	3.65861672386827e-176	0.840417759313388	0.602	0.39	8.2794496461139e-172	8	RBM3
HNRNPR2	5.26670275296387e-176	0.383007988191564	0.348	0.168	1.19185483299572e-171	8	HNRNPR
SELT2	1.71253920441446e-175	0.799189067326479	0.573	0.367	3.87547621958992e-171	8	SELT
MDH12	2.24187269068373e-174	0.389245215721551	0.367	0.187	5.07335789901727e-170	8	MDH1
ATP5B2	8.46605200598508e-174	0.565522238398503	0.513	0.307	1.91586756895442e-169	8	ATP5B
C14orf1664	2.09655690664778e-173	0.511216556037354	0.49	0.286	4.74450827974393e-169	8	C14orf166
CCNI3	8.91779132656638e-173	1.18573824035461	0.653	0.452	2.01809617720197e-168	8	CCNI
RBMX3	1.99744050354558e-172	0.609936000251243	0.459	0.251	4.52020785952365e-168	8	RBMX
CD372	4.52197467146166e-172	1.23669442307131	0.582	0.335	1.02332286815177e-167	8	CD37
PSMA2.14	7.59807584851202e-172	0.506754295251277	0.47	0.273	1.71944456451827e-167	8	PSMA2.1
EWSR11	1.49632098441623e-171	0.32330820152406	0.318	0.149	3.38617438773393e-167	8	EWSR1
VDAC11	9.83420212303876e-170	0.384568500817662	0.439	0.239	2.22547994044367e-165	8	VDAC1
XRCC63	7.22006370450663e-169	0.478869091015135	0.404	0.214	1.63390041632985e-164	8	XRCC6
RPSA1	1.59587911890742e-168	2.88464836030086	0.859	0.75	3.6114744460875e-164	8	RPSA
PSMB23	3.9464450981026e-167	0.382491144794665	0.369	0.191	8.93080525700618e-163	8	PSMB2
TPM33	7.46346100398397e-167	0.656133253174751	0.491	0.276	1.68898122520157e-162	8	TPM3
NR3C1	8.97009741696704e-167	0.265321131581958	0.254	0.103	2.02993304545964e-162	8	NR3C1
FIBP1	1.3616038684174e-165	0.256177893728563	0.27	0.118	3.08130955422857e-161	8	FIBP
PSMB33	6.35707395389378e-165	0.641214223063688	0.554	0.352	1.43860583576616e-160	8	PSMB3
STK17A1	7.25249687994496e-165	0.39955258500212	0.338	0.152	1.64124004393154e-160	8	STK17A
LSP14	4.3380917625326e-164	1.18741831788112	0.549	0.328	9.81710165861126e-160	8	LSP1
GRB2	7.07500595617608e-164	0.279433379020734	0.293	0.131	1.60107384788265e-159	8	GRB2
PTPRC2	2.24519887124544e-163	0.528998526188751	0.425	0.204	5.08088504562843e-159	8	PTPRC
RPL152	2.65455492420412e-163	4.69184670568415	0.963	0.939	6.00725779347393e-159	8	RPL15
PPM1G1	1.2180696784325e-161	0.272770047310014	0.26	0.113	2.75649168229274e-157	8	PPM1G
KHDRBS11	2.6236043362345e-161	0.317713663374332	0.29	0.133	5.93721661289868e-157	8	KHDRBS1
SS18L21	3.27812724100761e-161	0.29865775500636	0.325	0.156	7.41840194640023e-157	8	SS18L2
COX8A1	3.97439229232433e-160	0.610788432937102	0.565	0.362	8.99404975752996e-156	8	COX8A
IFI162	9.59104562009027e-160	0.408034514550802	0.343	0.16	2.17045362382643e-155	8	IFI16
RHOH4	2.4842152034286e-159	0.638303501928068	0.444	0.226	5.62177900535892e-155	8	RHOH
PPP1R18	4.31724400812035e-159	0.296317154310505	0.255	0.104	9.76992319037636e-155	8	PPP1R18
RPL43	6.4196740995814e-159	2.52167478347088	0.842	0.742	1.45277224873527e-154	8	RPL4
PTPN7	7.98639954095707e-159	0.283898556023895	0.257	0.103	1.80732221611858e-154	8	PTPN7
HSPA82	2.20554905956539e-158	1.90007828921246	0.68	0.506	4.99115752179647e-154	8	HSPA8
ILF21	7.13234673769152e-156	0.375614480588089	0.321	0.16	1.61405006673959e-151	8	ILF2
LSM32	4.88642524945658e-155	0.400655812357133	0.405	0.225	1.10579803395202e-150	8	LSM3
PA2G43	7.43497922976287e-155	0.497923316950175	0.37	0.193	1.68253579969534e-150	8	PA2G4
MTHFD21	2.95805980751469e-154	0.323115843358764	0.3	0.142	6.69408934440575e-150	8	MTHFD2
EIF3F2	3.75912225801815e-154	0.66614776696285	0.551	0.35	8.50689366989508e-150	8	EIF3F
LSM52	9.11754441068464e-154	0.578701857181633	0.466	0.281	2.06330030013793e-149	8	LSM5
CACYBP1	1.54928686881925e-153	0.428202735411624	0.349	0.174	3.50603618413796e-149	8	CACYBP
RHOG1	1.60220505425957e-152	0.330268090079702	0.326	0.151	3.6257900377894e-148	8	RHOG
CTSH3	2.22919812849374e-152	0.435295424006748	0.345	0.181	5.04467536478134e-148	8	CTSH
UBE2D24	1.87144517994177e-149	0.508126375388922	0.467	0.27	4.23508044220822e-145	8	UBE2D2
SNRPC1	2.92742743702888e-149	0.269798982913211	0.322	0.162	6.62476828999636e-145	8	SNRPC
RPS22	1.97332749618505e-148	8.50381486059361	0.956	0.931	4.46564012386677e-144	8	RPS2
TBC1D10C	4.96096833977539e-148	0.248316781932016	0.254	0.105	1.12266713529117e-143	8	TBC1D10C
MRPS61	1.08364200403423e-147	0.333309816659675	0.307	0.146	2.45228185512947e-143	8	MRPS6
EIF3L2	1.1821157979623e-147	0.628693332854775	0.529	0.328	2.67512805078869e-143	8	EIF3L
HSPB111	1.00919910293796e-146	0.287277105676977	0.283	0.134	2.2838175699486e-142	8	HSPB11
SF3B143	3.87110359552631e-146	0.399697835045302	0.471	0.283	8.76030743667603e-142	8	SF3B14
C17orf62	2.43833424428478e-145	0.281519932343764	0.289	0.134	5.51795039481647e-141	8	C17orf62
RALY1	3.02007370516419e-145	0.373881911154082	0.346	0.18	6.83442679478656e-141	8	RALY
RBM8A3	1.06605888090345e-143	0.525956575284387	0.461	0.272	2.41249124748452e-139	8	RBM8A
EIF3H2	1.39666333484672e-143	0.605187165055644	0.54	0.344	3.16064912675813e-139	8	EIF3H
EIF4H1	1.43586072098049e-143	0.250365200108573	0.252	0.112	3.24935281157885e-139	8	EIF4H
MYL64	2.03541735446393e-142	1.41527379913545	0.834	0.691	4.60614947315188e-138	8	MYL6
LDHA4	1.15411104525998e-141	1.28656902573674	0.519	0.339	2.61175329542334e-137	8	LDHA
NONO1	2.18412895481254e-141	0.311352608780505	0.308	0.152	4.94268382474077e-137	8	NONO
CCT6A1	2.21695055629455e-141	0.25660040871904	0.27	0.126	5.01695910889457e-137	8	CCT6A
RPS241	8.96052730157365e-141	2.52922632760783	0.937	0.872	2.02776732834612e-136	8	RPS24
POMP4	7.28393140250665e-140	0.658576482279495	0.638	0.435	1.64835367638725e-135	8	POMP
SEPT74	2.30202713543916e-139	0.608309984902969	0.526	0.313	5.20948740749883e-135	8	SEPT7
COX5A2	2.6309586993121e-138	0.438440564130979	0.518	0.33	5.95385953654329e-134	8	COX5A
TIFA1	1.20097318843043e-136	0.21527738832571	0.251	0.112	2.71780232541806e-132	8	TIFA
CCT42	1.34948310202576e-136	0.40440528239076	0.36	0.193	3.0538802598843e-132	8	CCT4
LSM10	4.72710622035064e-136	0.250666916414489	0.282	0.137	1.06974413766535e-131	8	LSM10
SUPT4H11	1.00819643293792e-135	0.270080622186131	0.32	0.163	2.28154852773852e-131	8	SUPT4H1
PPP2R1A1	2.80235777849339e-134	0.2156296897818	0.289	0.142	6.34173565273055e-130	8	PPP2R1A
XRCC53	3.90883149633832e-134	0.378598892286157	0.349	0.185	8.84568567621362e-130	8	XRCC5
DGUOK1	1.28586555010691e-133	0.254670658145331	0.316	0.16	2.90991373989194e-129	8	DGUOK
SNRPD22	2.3951783800961e-133	0.77810470565275	0.648	0.461	5.42028867415748e-129	8	SNRPD2
FNBP1	5.34387389206128e-133	0.299672149902531	0.333	0.164	1.20931866177347e-128	8	FNBP1
TNFAIP81	1.76465501904226e-131	0.31961425177721	0.348	0.177	3.99341430809263e-127	8	TNFAIP8
GNB2L11	2.10700516614017e-131	2.47140234149799	0.881	0.818	4.76815269097521e-127	8	GNB2L1
GPSM33	2.16305290406081e-131	0.44278763434227	0.425	0.225	4.89498872188962e-127	8	GPSM3
NAA501	3.37640887863324e-131	0.211728576459847	0.252	0.116	7.64081329234703e-127	8	NAA50
FDFT11	6.0182962856829e-131	0.183579566739871	0.255	0.12	1.36194044945004e-126	8	FDFT1
VBP11	1.47456130386822e-130	0.231517689099853	0.281	0.136	3.33693223065378e-126	8	VBP1
PHB21	1.54905538148249e-130	0.244510109178681	0.289	0.144	3.50551232829488e-126	8	PHB2
MAGOH1	2.20948005541048e-130	0.247783562854573	0.301	0.152	5.00005336539392e-126	8	MAGOH
CLTA3	2.47034078529405e-130	0.256330995125431	0.388	0.216	5.59038119712044e-126	8	CLTA
TBCA3	3.67019460932009e-130	0.491632475890736	0.535	0.346	8.30565040089136e-126	8	TBCA
CD79A1	2.42190185827287e-129	1.50235372367273	0.613	0.414	5.48076390527151e-125	8	CD79A
ATP5A13	3.73545793360283e-129	0.546845213926956	0.486	0.31	8.4533413037432e-125	8	ATP5A1
ATP5E4	2.13943050931808e-128	1.44379586031769	0.879	0.759	4.84153124258682e-124	8	ATP5E
VASP1	4.34465249781055e-128	0.222887817615297	0.262	0.123	9.83194860254528e-124	8	VASP
ARPC5L1	1.37753813103811e-127	0.319417294961898	0.343	0.184	3.11736879053924e-123	8	ARPC5L
CSNK2B4	2.24701394350455e-127	0.366426602180882	0.398	0.229	5.08499255415081e-123	8	CSNK2B
EAF21	4.31003187857426e-127	0.296981827481084	0.293	0.146	9.75360214121355e-123	8	EAF2
GNG54	4.64884311225834e-127	0.375923263112321	0.446	0.27	1.05203319630406e-122	8	GNG5
G3BP11	9.33166947383647e-127	0.19093303243955	0.252	0.118	2.11175680192919e-122	8	G3BP1
HLA-A3	2.23954032965168e-126	0.0520238546557406	0.642	0.788	5.06807976600174e-122	8	HLA-A
BUD313	2.19836787146893e-125	0.276637399811119	0.354	0.193	4.9749064931342e-121	8	BUD31
EIF3M2	7.58049839453221e-125	0.374088401756011	0.432	0.257	1.71546678668264e-120	8	EIF3M
RBM171	3.90032827630602e-123	0.258232032177091	0.266	0.129	8.82644288928052e-119	8	RBM17
POLR2E1	5.27420376630517e-123	0.235539937592954	0.284	0.143	1.19355231231486e-118	8	POLR2E
SRP143	5.67088464035729e-123	1.0740262638997	0.76	0.607	1.28332119411286e-118	8	SRP14
UQCRH1	3.74363865250454e-122	0.685707283588652	0.678	0.489	8.47185427061777e-118	8	UQCRH
ATP5C12	6.18081025155288e-122	0.320396919577463	0.438	0.265	1.39871735992642e-117	8	ATP5C1
ZNF2071	3.61255741561062e-121	0.256487797874751	0.296	0.15	8.17521743152684e-117	8	ZNF207
UBE2J11	9.37124820516398e-121	0.470209384386574	0.427	0.262	2.12071346882861e-116	8	UBE2J1
MRPL471	4.85364311315903e-120	0.203911095757353	0.276	0.139	1.09837943650789e-115	8	MRPL47
SEPT91	1.81070309887352e-119	0.251317569310629	0.28	0.136	4.09762111275078e-115	8	SEPT9
SRRM13	2.16675655717201e-119	0.401653270761783	0.419	0.244	4.90337008888027e-115	8	SRRM1
SFPQ2	1.84617574655228e-118	0.334233135853094	0.34	0.184	4.1778957144478e-114	8	SFPQ
BAX1	3.68684333320664e-118	0.249178636242297	0.319	0.169	8.34332646304664e-114	8	BAX
MZT2B2	1.32162557565862e-117	0.507375000841217	0.439	0.278	2.99083867771545e-113	8	MZT2B
HLA-DQA22	5.33770029824002e-117	0.392743891086022	0.32	0.167	1.20792157749172e-112	8	HLA-DQA2
RPLP02	1.91679004736847e-116	2.58604006882272	0.881	0.795	4.33769587719485e-112	8	RPLP0
UQCR101	5.89643543679478e-116	0.214212744765951	0.569	0.372	1.33436333934666e-111	8	UQCR10
SNRPB23	1.26860503166742e-115	0.417037213173226	0.468	0.292	2.87085318666338e-111	8	SNRPB2
RNPS11	1.93460844048139e-115	0.307780691502368	0.31	0.162	4.37801890080939e-111	8	RNPS1
GGNBP21	4.09193145855734e-115	0.23042321039609	0.268	0.133	9.26004089071526e-111	8	GGNBP2
CDK2AP22	9.16482874323294e-114	0.319922249166074	0.358	0.204	2.07400074459361e-109	8	CDK2AP2
AP2S14	5.23972583498423e-113	0.22850344225778	0.384	0.222	1.18574995645693e-108	8	AP2S1
LSM21	5.27893277648379e-113	0.252228214175956	0.302	0.159	1.19462248731828e-108	8	LSM2
RPL19	5.31316738169685e-113	4.15609523019047	0.957	0.934	1.202369778478e-108	8	RPL19
PSMG22	1.5064007573282e-112	0.244316180742648	0.312	0.168	3.40898491383371e-108	8	PSMG2
PSMB83	1.06774639888814e-111	0.352329272314108	0.378	0.221	2.41631010068385e-107	8	PSMB8
MZT2A1	1.33766158918828e-111	0.334124562847843	0.38	0.222	3.02712817633308e-107	8	MZT2A
MEF2C4	4.99701989219778e-111	0.479022753222981	0.434	0.255	1.13082560160436e-106	8	MEF2C
TBCB3	8.11203521518482e-111	0.220154985721753	0.279	0.142	1.83575356919633e-106	8	TBCB
ZFAS12	1.83010235724999e-110	0.548041984553022	0.541	0.345	4.14152163445672e-106	8	ZFAS1
COX173	4.45445209950257e-110	0.38613652831086	0.478	0.305	1.00804251011743e-105	8	COX17
LSM71	4.97539951754101e-110	0.443585556201111	0.48	0.306	1.12593291081953e-105	8	LSM7
KPNB11	8.30128117274806e-110	0.239345488724334	0.258	0.127	1.87857992939289e-105	8	KPNB1
TALDO11	8.60634617827163e-110	0.25309522794723	0.346	0.196	1.94761614014287e-105	8	TALDO1
PSMD83	9.9179443126867e-110	0.40203585601066	0.411	0.256	2.244430797961e-105	8	PSMD8
MMADHC2	4.42142246791669e-109	0.237675954444203	0.331	0.187	1.00056790448955e-104	8	MMADHC
C11orf314	6.63793690110951e-109	0.411793742695437	0.472	0.306	1.50216512072108e-104	8	C11orf31
RPS201	1.26297949385957e-108	2.32338671506092	0.921	0.871	2.8581225946042e-104	8	RPS20
C1QBP1	3.16771168912271e-108	0.319135207040197	0.312	0.174	7.1685315524847e-104	8	C1QBP
PRMT14	3.67868918699725e-108	0.357362775161906	0.328	0.187	8.32487363017477e-104	8	PRMT1
PSMD42	3.83115032933446e-108	0.238768077741861	0.327	0.183	8.66989319528389e-104	8	PSMD4
MYL12A4	3.92719909300378e-108	1.12771864337581	0.718	0.539	8.88725154746756e-104	8	MYL12A
TOP11	7.019484061317e-108	0.232457496136012	0.275	0.144	1.58850924307604e-103	8	TOP1
IMPDH21	1.43399531169003e-107	0.226583786281666	0.262	0.134	3.24513139035455e-103	8	IMPDH2
ARID4B	2.42092662574052e-107	0.242660442412564	0.269	0.133	5.47855695405079e-103	8	ARID4B
PGK14	4.58388237971584e-107	0.553354995592026	0.451	0.285	1.0373325825297e-102	8	PGK1
PCBP23	7.79399808255371e-107	0.456350623509645	0.499	0.329	1.76378176608191e-102	8	PCBP2
AP2M13	1.33759835135444e-106	0.279511668233199	0.345	0.196	3.02698506911511e-102	8	AP2M1
TCEB14	1.99580077526913e-106	0.278340807074294	0.365	0.211	4.51649715443405e-102	8	TCEB1
